Register number,Full Name,Father’s Name,Mother’s Name,Email,Phone Number,Date Of Birth,Gender,Aadhar,Batch Year,Degree,Current Status,Company Name,Designation,PG College,Skills,Reviews,LinkedIn Profile,Age,Username,Password
221JPY03949,Omisha Palan,Maanas Rama,Bimala Mutti,user3949_nachiket85@example.com,8764914156,1995-08-01,Female,185847201463,2022,Bachelor of Technology,Startup Founder,Soman-Kota,Startup Founder,Not Applicable,"Cybersecurity, Spectroscopic Analysis, Project Management",Great research facility and a great place to grow.,https://linkedin.com/in/user_5104625,31,,
212BCOMC03950,Hemal Chaudhry,Dhruv Chauhan,Gaurangi Rau,user3950_lsekhon@example.com,1110005067,1994-03-04,Other,385988318539,2014,Bachelor of Arts,Employed Part-Time,Ganguly-Khalsa,"Scientist, research (maths)",Not Applicable,"Organic Synthesis, Machine Learning, Financial Modeling",Amazing hands-on training but could be more modern.,https://linkedin.com/in/user_3952708,32,,
231BCADA03951,Ladli Garde,Hredhaan Master,Maya Dara,user3951_ramanathannilima@example.com,2314065593,2004-06-26,Other,127215702500,2017,Bachelor of Commerce,Teaching Assistant,Patla-Kanda,"Psychologist, sport and exercise",Not Applicable,"Financial Modeling, Marketing, Communication",Fantastic campus life - highly recommended!,https://linkedin.com/in/user_9065530,22,,
221BCOMC03952,Chavvi Kalla,Hardik Seth,Nimrat Sarraf,user3952_gulatimanbir@example.net,3915091679,1997-10-31,Other,691630466988,2022,Master of Arts,Career Break,Not Applicable,Not Applicable,Not Applicable,"Organic Synthesis, Python, Blockchain",Outstanding infrastructure with excellent industry exposure.,https://linkedin.com/in/user_9819425,29,,
232BBASF03953,Pratyush Mammen,Kabir Subramanian,Nisha Pandit,user3953_hredhaan09@example.net,1341861042,1999-12-24,Female,552212698899,2017,Bachelor of Fine Arts,Preparing for Competitive Exams,Not Applicable,Student / Scholar,Sem and Sons University,"Machine Learning, Marketing, Power BI",Fantastic peer group overall a wonderful journey.,https://linkedin.com/in/user_7031155,27,,
221BCADA03954,Vaishnavi Ramanathan,Raghav Kumer,Leena Mistry,user3954_morardamini@example.net,7614642490,2000-10-15,Female,313940575784,2015,Master of Business Administration,CEO / Executive,Dugal LLC,CEO / Executive,Not Applicable,"Quality Assurance, Cybersecurity, Agile Methodologies",Great curriculum and very supportive staff.,https://linkedin.com/in/user_5505370,26,,
222MST03955,Hamsini Bora,Girish Bahl,Jasmit Chandran,user3955_hayercaleb@example.com,6414713827,1998-08-03,Male,971681289595,2014,Bachelor of Arts,Self-Employed,Self,Self-Employed,Not Applicable,"Search Engine Optimization, Blockchain, Agile Methodologies",Incredible learning experience though it was quite rigorous.,https://linkedin.com/in/user_6927884,28,,
211ECI03956,Jyoti Om,Harsh Shenoy,Amara Varma,user3956_raoxavier@example.org,5162470985,1995-12-05,Other,726131582209,2021,Bachelor of Fine Arts,Startup Founder,Subramaniam-Manne,Startup Founder,Not Applicable,"Graphic Design, Sales, Agile Methodologies",Excellent faculty support with lots of opportunities.,https://linkedin.com/in/user_2026054,31,,
231IFA03957,Caleb Murthy,Orinder Ganesh,Urvi Nadig,user3957_pmuni@example.net,5701357610,1991-04-30,Male,751298581152,2024,Bachelor of Design,Apprenticeship,"Gola, De and Salvi","Designer, exhibition/display",Not Applicable,"Spectroscopic Analysis, C++, Communication",Incredible curriculum and a great place to grow.,https://linkedin.com/in/user_5125721,35,,
222BCOMB03958,Jasmit Tripathi,Sai Warrior,Kamala Subramaniam,user3958_ria41@example.org,1430582092,1992-03-16,Other,157332416724,2018,Bachelor of Technology,Apprenticeship,Chopra-Mital,Commissioning editor,Not Applicable,"Data Analysis, Java, Digital Marketing",Excellent infrastructure and a great place to grow.,https://linkedin.com/in/user_2243303,34,,
221JNOE03959,Samesh Cheema,Champak Upadhyay,Maya Nagy,user3959_khannaunnati@example.com,1758570523,2003-02-10,Female,073963514019,2013,Bachelor of Arts,Preparing for Competitive Exams,Not Applicable,Student / Scholar,Sura-Chaudhuri University,"Marketing, Python, Java",Amazing infrastructure but could be more modern.,https://linkedin.com/in/user_6703515,23,,
232BCOMB03960,Vinaya Suri,Samar Murty,Varenya Ranganathan,user3960_yadavi37@example.org,6917570017,2002-09-28,Male,456934767310,2014,Bachelor of Fine Arts,Pursuing Ph.D.,Not Applicable,Student / Scholar,Tripathi-Issac University,"Quality Assurance, Digital Marketing, SQL",Excellent curriculum though it was quite rigorous.,https://linkedin.com/in/user_7723315,24,,
222ECI03961,Ijaya Naidu,Anirudh Mohanty,Irya Rau,user3961_bailakshay@example.com,8910319080,1999-08-29,Female,732009714482,2015,Bachelor of Design,Research Scholar,Not Applicable,Student / Scholar,"Raj, Dube and Palla University","Machine Learning, Agile Methodologies, Search Engine Optimization",Amazing faculty support and very supportive staff.,https://linkedin.com/in/user_3613698,27,,
211ECI03962,Harita Sehgal,Hritik Kohli,Amruta Magar,user3962_omisha78@example.com,6180639302,2001-06-07,Female,267949087496,2014,Bachelor of Education,Internship,Pall PLC,Science writer,Not Applicable,"Graphic Design, Sales, Organic Synthesis",Amazing placement record and a great place to grow.,https://linkedin.com/in/user_1991253,25,,
232BCAA03963,Caleb Baria,Henry Goda,Bhavani Kashyap,user3963_chaitalynath@example.net,3329583668,1999-03-08,Other,968674636545,2017,Bachelor of Pharmacy,Preparing for Competitive Exams,Not Applicable,Student / Scholar,"Divan, Mander and Samra University","SQL, Agile Methodologies, Marketing",Great research facility with excellent industry exposure.,https://linkedin.com/in/user_3500007,27,,
232PSCE03964,Reva Patla,Max Jhaveri,Sachi Mistry,user3964_omishabhatnagar@example.net,0513692517,2002-04-12,Female,395614612480,2022,Master of Computer Applications,Freelancing,Self,Freelancing,Not Applicable,"Cloud Computing, Blockchain, Machine Learning",Fantastic placement record - highly recommended!,https://linkedin.com/in/user_5615131,24,,
211BTBY03965,Edhitha Lall,Upkaar Bhattacharyya,Ucchal Aggarwal,user3965_omisha79@example.org,0597775930,1992-02-28,Female,614802877511,2024,Bachelor of Education,Remote Worker,"Banik, Mangal and Sarna",Field seismologist,Not Applicable,"Agile Methodologies, Organic Synthesis, Cybersecurity",Excellent placement record which helped my career immensely.,https://linkedin.com/in/user_2875549,34,,
211BCAA03966,Isaac Gara,Ranveer Vig,Nilima Brar,user3966_dnath@example.net,9901935586,1992-12-30,Other,301718340017,2024,Bachelor of Computer Applications,Teaching Assistant,"Bir, Raj and Tripathi","Therapist, nutritional",Not Applicable,"Project Management, Financial Modeling, Cybersecurity",Thorough academic environment though it was quite rigorous.,https://linkedin.com/in/user_5383539,34,,
231BBAB03967,Qadim Baral,Upkaar Nagarajan,Idika Ramanathan,user3967_vritti36@example.net,7754685018,1998-04-09,Other,171307326383,2013,Master of Computer Applications,Employed Full-Time,"Jain, Dixit and Chaudhuri","Engineer, production",Not Applicable,"Agile Methodologies, Java, SQL",Outstanding placement record making it worth the time.,https://linkedin.com/in/user_5346445,28,,
211BCOMC03968,Jeevika Nagi,Shaurya Minhas,Idika Shan,user3968_menonshravya@example.net,3821096709,1992-02-29,Male,479547759045,2023,Bachelor of Medicine and Bachelor of Surgery,Sabbatical,Not Applicable,Not Applicable,Not Applicable,"Cloud Computing, Machine Learning, Java",Outstanding campus life overall a wonderful journey.,https://linkedin.com/in/user_2391676,34,,
232BCADA03969,Aryan Chaudhary,Qabil Subramaniam,Brinda Chawla,user3969_hemalbhatia@example.com,0369590259,1993-07-08,Other,328153351802,2024,Bachelor of Computer Applications,Teaching Assistant,Bhakta Group,Further education lecturer,Not Applicable,"Agile Methodologies, Spectroscopic Analysis, Organic Synthesis",Thorough campus life though it was quite rigorous.,https://linkedin.com/in/user_8039869,33,,
221BBAB03970,Aarav Sastry,Balhaar Guha,Vritti Parikh,user3970_pradhanisaac@example.org,5920561516,1995-01-29,Other,817491000111,2021,Bachelor of Architecture,Internship,Deep PLC,Careers adviser,Not Applicable,"Search Engine Optimization, Machine Learning, SQL",Highly engaging learning experience overall a wonderful journey.,https://linkedin.com/in/user_1367060,31,,
231PSCE03971,Omaja Mukherjee,Advay Kota,Adweta Chowdhury,user3971_jasmitdewan@example.net,1370208860,2004-08-12,Male,556618464335,2020,Bachelor of Computer Applications,CEO / Executive,Butala Group,CEO / Executive,Not Applicable,"Machine Learning, Marketing, Project Management",Great faculty support - highly recommended!,https://linkedin.com/in/user_2089201,22,,
211BBAB03972,Darpan Dutt,Umang Kant,Hemangini Sarna,user3972_zansiraj@example.com,2020560219,2001-06-16,Male,366261726455,2020,Bachelor of Medicine and Bachelor of Surgery,Research Scholar,Not Applicable,Student / Scholar,Bera-Uppal University,"C++, Blockchain, Digital Marketing",Thorough peer group with excellent industry exposure.,https://linkedin.com/in/user_3974757,25,,
221INPP03973,Aryan Nagi,Abhiram Narain,Dipta Dada,user3973_ektanatarajan@example.org,2269179096,2002-12-29,Female,240451010613,2022,Master of Science,Employed Full-Time,Deo LLC,Warden/ranger,Not Applicable,"SQL, Spectroscopic Analysis, Sales",Incredible placement record though it was quite rigorous.,https://linkedin.com/in/user_6728774,24,,
221PM03974,Vihaan Lanka,Darpan Ahluwalia,Vedika Vyas,user3974_niharika00@example.net,9829662452,2004-09-07,Female,458699802695,2019,Bachelor of Architecture,Employed Part-Time,"Din, Dora and Soman",Land/geomatics surveyor,Not Applicable,"Power BI, Quality Assurance, Python",Amazing peer group - highly recommended!,https://linkedin.com/in/user_4388407,22,,
221PM03975,Warjas Yadav,Ethan Munshi,Vanya Kaur,user3975_thomasmurthy@example.net,8394389709,1991-04-15,Other,473294858869,2019,Bachelor of Science,Career Break,Not Applicable,Not Applicable,Not Applicable,"Spectroscopic Analysis, Marketing, Python",Incredible curriculum though it was quite rigorous.,https://linkedin.com/in/user_3827185,35,,
231INPP03976,Advika Sarma,Ojas Ramakrishnan,Tanvi Oza,user3976_sankaranmahika@example.com,5633757543,2005-01-05,Other,536209134500,2013,Bachelor of Education,Employed Full-Time,Ganesh-Sarma,"Radiographer, therapeutic",Not Applicable,"Machine Learning, Organic Synthesis, C++",Good research facility and a great place to grow.,https://linkedin.com/in/user_6907162,21,,
212BCADA03977,Hemani Sandhu,Advay Dugar,Ganga Kothari,user3977_pbrar@example.net,8631173779,1994-12-03,Female,849746282877,2013,Bachelor of Pharmacy,Freelancing,Self,Freelancing,Not Applicable,"Sales, Python, Data Analysis",Thorough placement record - highly recommended!,https://linkedin.com/in/user_1131624,32,,
231BCMB03978,Ishaan Bal,Rishi Iyer,Hemangini Bhardwaj,user3978_xnanda@example.net,7366641300,1995-04-14,Female,617794782036,2013,Bachelor of Architecture,Startup Founder,Sehgal Inc,Startup Founder,Not Applicable,"Machine Learning, Quality Assurance, Financial Modeling",Excellent academic environment though it was quite rigorous.,https://linkedin.com/in/user_9123211,31,,
222BPS03979,Omya Andra,Arjun Ghose,Omya Suresh,user3979_nattjagat@example.com,3866582655,2000-12-25,Female,284647970651,2022,Bachelor of Architecture,Startup Founder,Dada Inc,Startup Founder,Not Applicable,"Digital Marketing, Sales, Cloud Computing",Thorough faculty support and very supportive staff.,https://linkedin.com/in/user_8165082,26,,
232BPS03980,Om Ratti,Maanas Raj,Kritika Bali,user3980_shankarbalveer@example.net,5930931251,1990-06-02,Female,762235547559,2020,Bachelor of Education,Internship,"Parsa, Bhattacharyya and Doctor",Patent attorney,Not Applicable,"Cloud Computing, Data Analysis, Graphic Design",Amazing hands-on training and a great place to grow.,https://linkedin.com/in/user_5429376,36,,
231HSO03981,Ria Dugar,Hitesh Mohanty,Sanaya Upadhyay,user3981_tguha@example.net,6693913237,1995-06-05,Female,748736706828,2019,Bachelor of Pharmacy,Seeking Employment,Not Applicable,Not Applicable,Not Applicable,"Digital Marketing, Cybersecurity, C++",Highly engaging peer group and very supportive staff.,https://linkedin.com/in/user_1800523,31,,
232MST03982,Zaid Ahuja,Yatan Mistry,Veda Chopra,user3982_samuel92@example.net,1407716200,1995-10-29,Other,824961443608,2014,Master of Business Administration,CEO / Executive,Loyal-Dubey,CEO / Executive,Not Applicable,"SQL, Blockchain, Java",Thorough learning experience overall a wonderful journey.,https://linkedin.com/in/user_1515372,31,,
231CST03983,Harrison Badami,Dakshesh Bahri,Yahvi Gill,user3983_harish71@example.org,6739400019,1997-05-24,Male,966667158193,2025,Bachelor of Technology,Startup Founder,Nagy-Mani,Startup Founder,Not Applicable,"Graphic Design, SQL, Cloud Computing",Highly engaging peer group which helped my career immensely.,https://linkedin.com/in/user_3815301,29,,
231JPY03984,Veda Thaker,Zayan Das,Falak Gill,user3984_benjaminnath@example.org,3692874009,2001-04-24,Other,104672986250,2014,Bachelor of Arts,Self-Employed,Self,Self-Employed,Not Applicable,"Spectroscopic Analysis, Graphic Design, Marketing",Fantastic peer group - highly recommended!,https://linkedin.com/in/user_9414100,25,,
222HSO03985,Yamini Kapoor,Jai Mall,Ijaya Viswanathan,user3985_kibevarenya@example.com,4755693219,1992-05-04,Other,886989512252,2017,Bachelor of Dental Surgery,Consultant,"Acharya, Char and Golla","Designer, interior/spatial",Not Applicable,"Project Management, Communication, Search Engine Optimization",Fantastic research facility and very supportive staff.,https://linkedin.com/in/user_9705886,34,,
212BZ03986,Anmol Bakshi,Vivaan Joshi,Osha Menon,user3986_fmaharaj@example.com,2647401970,1995-11-09,Male,198204554930,2019,Bachelor of Social Work,Pursuing Ph.D.,Not Applicable,Student / Scholar,"Tailor, Yogi and Merchant University","Agile Methodologies, Project Management, Wet-Lab Techniques",Amazing peer group which helped my career immensely.,https://linkedin.com/in/user_1677553,31,,
232BCAA03987,Ekta Sidhu,Lakshit Bal,Baghyawati Nazareth,user3987_akhalsa@example.com,8124448192,2002-05-26,Male,912785236630,2019,Bachelor of Arts,Preparing for Competitive Exams,Not Applicable,Student / Scholar,Dubey Group University,"Financial Modeling, Power BI, Data Analysis",Outstanding peer group with lots of opportunities.,https://linkedin.com/in/user_5390901,24,,
212BZ03988,Tanish Lad,Advik Ben,Nimrat Tak,user3988_libni09@example.org,6734022849,2004-05-29,Other,387818967883,2013,Master of Science,Employed Part-Time,Joshi-Puri,Quality manager,Not Applicable,"C++, Machine Learning, Graphic Design",Good curriculum with excellent industry exposure.,https://linkedin.com/in/user_2980632,22,,
211BBAA03989,Raghav Sampath,Samar Shah,Tanmayi Guha,user3989_idugar@example.com,7463638393,1997-01-03,Male,866647207979,2019,Bachelor of Social Work,Sabbatical,Not Applicable,Not Applicable,Not Applicable,"SQL, Spectroscopic Analysis, Data Analysis",Fantastic campus life with lots of opportunities.,https://linkedin.com/in/user_5028079,29,,
212IFA03990,Sai Kibe,Anirudh Bedi,Baghyawati Deep,user3990_alexanderiyengar@example.net,4334045070,1994-08-18,Male,878027295998,2023,Bachelor of Medicine and Bachelor of Surgery,Sabbatical,Not Applicable,Not Applicable,Not Applicable,"Financial Modeling, Wet-Lab Techniques, Python",Amazing peer group - highly recommended!,https://linkedin.com/in/user_1448709,32,,
212ELCS03991,Ayush Khurana,Daniel Verma,Dayamai Bath,user3991_rnagy@example.com,4869630985,1990-03-31,Male,818487875726,2016,Bachelor of Science,Seeking Employment,Not Applicable,Not Applicable,Not Applicable,"Sales, C++, Cybersecurity",Highly engaging research facility which helped my career immensely.,https://linkedin.com/in/user_1715900,36,,
232BZ03992,Charles Baria,Christopher Apte,Sai Kumer,user3992_chasmum25@example.com,7572327179,1999-10-31,Other,768467608143,2025,Bachelor of Medicine and Bachelor of Surgery,Preparing for Competitive Exams,Not Applicable,Student / Scholar,Wason-Mukherjee University,"Blockchain, Java, Search Engine Optimization",Fantastic infrastructure though it was quite rigorous.,https://linkedin.com/in/user_6933906,27,,
211CHBT03993,Vasudha Luthra,Pranit Shere,Vrishti Rana,user3993_tchada@example.org,9772119615,1997-03-11,Male,640987219302,2017,Bachelor of Business Administration,Self-Employed,Self,Self-Employed,Not Applicable,"Communication, Wet-Lab Techniques, Machine Learning",Decent academic environment with excellent industry exposure.,https://linkedin.com/in/user_5782394,29,,
